,OBJECTID,,LC_PRI,LC_SEC,LC_TER,NOTE_,AUTOR,LC_PRI_PER,LC_SEC_PER,LC_TER_PER,HECTARES,POLY_ID,OBJECTID_1,LC_PRI_1,LC_DESCRIP,RECLASS1,RECLASS2
3605,USE3605,,1CXF,,,,3,5,0,0,3874,22701,4,1CXF,Shifting cultivation with open to closed forested areas; (Agricultura Itinerante/Florestas),6,0
3609,USE3609,,1CXF,,,,4,5,0,0,38929,25787,4,1CXF,Shifting cultivation with open to closed forested areas; (Agricultura Itinerante/Florestas),6,0
3640,USE3640,,1CXF,,,,3,5,0,0,12816,3062,4,1CXF,Shifting cultivation with open to closed forested areas; (Agricultura Itinerante/Florestas),6,0
3649,USE3649,,1CXF,,,,3,5,0,0,7025,23971,4,1CXF,Shifting cultivation with open to closed forested areas; (Agricultura Itinerante/Florestas),6,0
3687,USE3687,,1CXF,6BA,,,7,4,1,0,39676,751,4,1CXF,Shifting cultivation with open to closed forested areas; (Agricultura Itinerante/Florestas),6,0
3699,USE3699,,1CXF,,,,8,5,0,0,1781,10636,4,1CXF,Shifting cultivation with open to closed forested areas; (Agricultura Itinerante/Florestas),6,0
3732,USE3732,,1CXF,,,,3,5,0,0,3303,25609,4,1CXF,Shifting cultivation with open to closed forested areas; (Agricultura Itinerante/Florestas),6,0
3754,USE3754,,1CXF,2SL,,Derived from provincial land cover database,1,4,1,0,29750,18582,4,1CXF,Shifting cultivation with open to closed forested areas; (Agricultura Itinerante/Florestas),6,0
3758,USE3758,,1CXF,,,,8,5,0,0,147251,25753,4,1CXF,Shifting cultivation with open to closed forested areas; (Agricultura Itinerante/Florestas),6,0
3768,USE3768,,1CXF,,,,7,5,0,0,62291,1434,4,1CXF,Shifting cultivation with open to closed forested areas; (Agricultura Itinerante/Florestas),6,0
3772,USE3772,,1CXF,,,,3,5,0,0,11505,22738,4,1CXF,Shifting cultivation with open to closed forested areas; (Agricultura Itinerante/Florestas),6,0
3813,USE3813,,1CXF,,,,8,5,0,0,6604,12997,4,1CXF,Shifting cultivation with open to closed forested areas; (Agricultura Itinerante/Florestas),6,0
3821,USE3821,,1CXF,,,,4,5,0,0,7410,15622,4,1CXF,Shifting cultivation with open to closed forested areas; (Agricultura Itinerante/Florestas),6,0
3824,USE3824,,1CXF,,,,7,5,0,0,27654,18119,4,1CXF,Shifting cultivation with open to closed forested areas; (Agricultura Itinerante/Florestas),6,0
3850,USE3850,,1CXF,,,ISLAND,8,5,0,0,214,477,4,1CXF,Shifting cultivation with open to closed forested areas; (Agricultura Itinerante/Florestas),6,0
3952,USE3952,,1CXF,1TC,,,3,4,1,0,23026,23252,4,1CXF,Shifting cultivation with open to closed forested areas; (Agricultura Itinerante/Florestas),6,0
3967,USE3967,,1CXF,5BU,,,7,4,1,0,26172,20692,4,1CXF,Shifting cultivation with open to closed forested areas; (Agricultura Itinerante/Florestas),6,0
3990,USE3990,,1CXF,,,,3,5,0,0,1563,19714,4,1CXF,Shifting cultivation with open to closed forested areas; (Agricultura Itinerante/Florestas),6,0
4018,USE4018,,1CXF,,,,8,5,0,0,1746,14768,4,1CXF,Shifting cultivation with open to closed forested areas; (Agricultura Itinerante/Florestas),6,0
5,USE5,,2SL,,,,4,5,0,0,1113,24497,10,2SL,Shrublands; (Areas arbustivas),5,0
7,USE7,,2SL,2WD,,,5,3,2,0,17268,1643,10,2SL,Shrublands; (Areas arbustivas),5,0
12,USE12,,2SL,2WE,1FC,,6,2,2,2,15143,3546,10,2SL,Shrublands; (Areas arbustivas),5,0
46,USE46,,2SL,2FE,,,8,3,2,0,1046,20546,10,2SL,Shrublands; (Areas arbustivas),5,0
48,USE48,,2SL,2WD,1FC,,7,2,2,1,41258,20698,10,2SL,Shrublands; (Areas arbustivas),5,0
59,USE59,,2SL,1FC,,,6,3,2,0,49788,7801,10,2SL,Shrublands; (Areas arbustivas),5,0
86,USE86,,2SL,,,,2,5,0,0,39089,1097,10,2SL,Shrublands; (Areas arbustivas),5,0
103,USE103,,2SL,,,,7,5,0,0,1190,13919,10,2SL,Shrublands; (Areas arbustivas),5,0
126,USE126,,2SL,2FD,,,2,3,2,0,23284,25123,10,2SL,Shrublands; (Areas arbustivas),5,0
130,USE130,,2SL,2WD,,,8,4,1,0,1860,25140,10,2SL,Shrublands; (Areas arbustivas),5,0
145,USE145,,2SL,1FC,,,4,3,2,0,16281,17538,10,2SL,Shrublands; (Areas arbustivas),5,0
156,USE156,,2SL,2WE,,,5,4,1,0,4051,657,10,2SL,Shrublands; (Areas arbustivas),5,0
205,USE205,,2SL,2FD,,,3,3,2,0,2257,10310,10,2SL,Shrublands; (Areas arbustivas),5,0
227,USE227,,2SL,2WD,,,5,4,1,0,181291,8925,10,2SL,Shrublands; (Areas arbustivas),5,0
229,USE229,,2SL,2GL,,,5,3,2,0,2533,11568,10,2SL,Shrublands; (Areas arbustivas),5,0
231,USE231,,2SL,2GL,,,2,3,2,0,13599,8608,10,2SL,Shrublands; (Areas arbustivas),5,0
240,USE240,,2SL,,,,5,5,0,0,3537,11644,10,2SL,Shrublands; (Areas arbustivas),5,0
243,USE243,,2SL,,,,5,5,0,0,2276,11655,10,2SL,Shrublands; (Areas arbustivas),5,0
245,USE245,,2SL,2WD,,,5,4,1,0,4698,11656,10,2SL,Shrublands; (Areas arbustivas),5,0
248,USE248,,2SL,2FD,,,3,3,2,0,5819,10683,10,2SL,Shrublands; (Areas arbustivas),5,0
252,USE252,,2SL,4WF,,,6,4,1,0,18479,3585,10,2SL,Shrublands; (Areas arbustivas),5,0
255,USE255,,2SL,1FC,4FF,,6,3,2,1,1815,13113,10,2SL,Shrublands; (Areas arbustivas),5,0
257,USE257,,2SL,2WD,,,5,3,2,0,4321,9132,10,2SL,Shrublands; (Areas arbustivas),5,0
272,USE272,,2SL,,,,7,5,0,0,991,13934,10,2SL,Shrublands; (Areas arbustivas),5,0
273,USE273,,2SL,,,,7,5,0,0,1780,13959,10,2SL,Shrublands; (Areas arbustivas),5,0
287,USE287,,2SL,2GL,,,5,4,1,0,6337,14878,10,2SL,Shrublands; (Areas arbustivas),5,0
299,USE299,,2SL,2WD,,,6,3,2,0,8148,15825,10,2SL,Shrublands; (Areas arbustivas),5,0
317,USE317,,2SL,,,,5,5,0,0,2749,674,10,2SL,Shrublands; (Areas arbustivas),5,0
327,USE327,,2SL,2WD,2GL,,2,3,2,1,59189,9691,10,2SL,Shrublands; (Areas arbustivas),5,0
329,USE329,,2SL,2WD,,,6,3,2,0,12050,4427,10,2SL,Shrublands; (Areas arbustivas),5,0
334,USE334,,2SL,1CXF,,,6,3,2,0,8506,397,10,2SL,Shrublands; (Areas arbustivas),5,0
335,USE335,,2SL,2WE,,,6,3,2,0,26063,3560,10,2SL,Shrublands; (Areas arbustivas),5,0
338,USE338,,2SL,2GL,6BA,,2,3,2,1,21467,1081,10,2SL,Shrublands; (Areas arbustivas),5,0
345,USE345,,2SL,2WD,,,4,3,2,0,25216,4579,10,2SL,Shrublands; (Areas arbustivas),5,0
349,USE349,,2SL,,,,5,5,0,0,1685,7675,10,2SL,Shrublands; (Areas arbustivas),5,0
370,USE370,,2SL,,,,6,5,0,0,18479,3654,10,2SL,Shrublands; (Areas arbustivas),5,0
387,USE387,,2SL,2GL,,,5,3,2,0,2219,4494,10,2SL,Shrublands; (Areas arbustivas),5,0
389,USE389,,2SL,1FC,2FD,,6,3,2,1,10650,3607,10,2SL,Shrublands; (Areas arbustivas),5,0
392,USE392,,2SL,1FC,,,6,3,2,0,3729,3648,10,2SL,Shrublands; (Areas arbustivas),5,0
407,USE407,,2SL,2GL,,,5,3,2,0,7346,4495,10,2SL,Shrublands; (Areas arbustivas),5,0
409,USE409,,2SL,1FC,,,6,4,1,0,13709,4395,10,2SL,Shrublands; (Areas arbustivas),5,0
424,USE424,,2SL,,,,5,5,0,0,5311,4492,10,2SL,Shrublands; (Areas arbustivas),5,0
432,USE432,,2SL,2WD,,Derived from provincial land cover database,1,3,2,0,2517,18211,10,2SL,Shrublands; (Areas arbustivas),5,0
442,USE442,,2SL,2WD,,Derived from provincial land cover database,1,3,2,0,1301,18615,10,2SL,Shrublands; (Areas arbustivas),5,0
478,USE478,,2SL,2WD,,Derived from provincial land cover database,1,3,2,0,9327,17828,10,2SL,Shrublands; (Areas arbustivas),5,0
489,USE489,,2SL,2GL,,,2,4,1,0,4950,9188,10,2SL,Shrublands; (Areas arbustivas),5,0
495,USE495,,2SL,1FC,2FD,,7,3,1,1,22058,16825,10,2SL,Shrublands; (Areas arbustivas),5,0
508,USE508,,2SL,2WE,,,6,3,2,0,27290,15822,10,2SL,Shrublands; (Areas arbustivas),5,0
509,USE509,,2SL,2WD,,,6,3,2,0,3293,15824,10,2SL,Shrublands; (Areas arbustivas),5,0
511,USE511,,2SL,,,,5,5,0,0,13019,16961,10,2SL,Shrublands; (Areas arbustivas),5,0
513,USE513,,2SL,,,,6,5,0,0,2624,15821,10,2SL,Shrublands; (Areas arbustivas),5,0
517,USE517,,2SL,,,,6,5,0,0,7303,17504,10,2SL,Shrublands; (Areas arbustivas),5,0
520,USE520,,2SL,1FC,,,8,3,2,0,3806,17924,10,2SL,Shrublands; (Areas arbustivas),5,0
527,USE527,,2SL,,,,5,5,0,0,34724,11652,10,2SL,Shrublands; (Areas arbustivas),5,0
538,USE538,,2SL,2WD,,,2,3,2,0,42587,16424,10,2SL,Shrublands; (Areas arbustivas),5,0
597,USE597,,2SL,2WD,1FC,,2,2,2,1,5810,17659,10,2SL,Shrublands; (Areas arbustivas),5,0
617,USE617,,2SL,2WD,,,5,4,1,0,13147,670,10,2SL,Shrublands; (Areas arbustivas),5,0
627,USE627,,2SL,2WD,,,5,3,2,0,9177,1973,10,2SL,Shrublands; (Areas arbustivas),5,0
635,USE635,,2SL,2WD,1CXF,,6,3,2,1,11634,322,10,2SL,Shrublands; (Areas arbustivas),5,0
638,USE638,,2SL,1FC,,,3,4,1,0,4635,893,10,2SL,Shrublands; (Areas arbustivas),5,0
644,USE644,,2SL,2GL,,,5,4,1,0,4584,7673,10,2SL,Shrublands; (Areas arbustivas),5,0
660,USE660,,2SL,2WD,,,5,3,2,0,1922,8963,10,2SL,Shrublands; (Areas arbustivas),5,0
665,USE665,,2SL,2GL,,,8,3,2,0,5069,7963,10,2SL,Shrublands; (Areas arbustivas),5,0
676,USE676,,2SL,1FC,,,8,3,2,0,13215,23409,10,2SL,Shrublands; (Areas arbustivas),5,0
699,USE699,,2SL,2WD,,,8,3,2,0,5599,22309,10,2SL,Shrublands; (Areas arbustivas),5,0
713,USE713,,2SL,2WD,,,8,3,2,0,4937,17342,10,2SL,Shrublands; (Areas arbustivas),5,0
714,USE714,,2SL,2WD,,,6,3,2,0,14139,17462,10,2SL,Shrublands; (Areas arbustivas),5,0
737,USE737,,2SL,2WD,,,6,3,2,0,7944,5737,10,2SL,Shrublands; (Areas arbustivas),5,0
739,USE739,,2SL,2FD,,,4,3,2,0,30194,3865,10,2SL,Shrublands; (Areas arbustivas),5,0
758,USE758,,2SL,2WD,2GL,,2,3,2,1,32426,11722,10,2SL,Shrublands; (Areas arbustivas),5,0
804,USE804,,2SL,2WD,,,7,3,2,0,1607,4382,10,2SL,Shrublands; (Areas arbustivas),5,0
813,USE813,,2SL,2TK,,,6,3,2,0,67047,20154,10,2SL,Shrublands; (Areas arbustivas),5,0
837,USE837,,2SL,2GL,2FD,,5,2,2,1,16359,8905,10,2SL,Shrublands; (Areas arbustivas),5,0
842,USE842,,2SL,2GL,,Derived from provincial land cover database,1,4,1,0,6107,18408,10,2SL,Shrublands; (Areas arbustivas),5,0
857,USE857,,2SL,1FC,,,4,3,2,0,24584,24076,10,2SL,Shrublands; (Areas arbustivas),5,0
865,USE865,,2SL,,,,5,5,0,0,5929,12891,10,2SL,Shrublands; (Areas arbustivas),5,0
873,USE873,,2SL,1FC,,,2,3,2,0,2609,23835,10,2SL,Shrublands; (Areas arbustivas),5,0
897,USE897,,2SL,1CXF,,,6,3,2,0,7185,20228,10,2SL,Shrublands; (Areas arbustivas),5,0
902,USE902,,2SL,,,,5,5,0,0,3401,11576,10,2SL,Shrublands; (Areas arbustivas),5,0
929,USE929,,2SL,1FC,,,5,3,2,0,6390,11539,10,2SL,Shrublands; (Areas arbustivas),5,0
937,USE937,,2SL,1FC,,,8,3,2,0,17595,14162,10,2SL,Shrublands; (Areas arbustivas),5,0
940,USE940,,2SL,1FC,,,8,3,2,0,4138,14199,10,2SL,Shrublands; (Areas arbustivas),5,0
967,USE967,,2SL,1FC,2WE,,6,2,2,2,4639,21080,10,2SL,Shrublands; (Areas arbustivas),5,0
970,USE970,,2SL,2WD,2FE,,5,3,1,1,24630,21072,10,2SL,Shrublands; (Areas arbustivas),5,0
1012,USE1012,,2SL,2FE,,Derived from provincial land cover database,1,4,1,0,1497,18775,10,2SL,Shrublands; (Areas arbustivas),5,0
1014,USE1014,,2SL,2WD,2GL,Derived from provincial land cover database,1,3,2,1,7878,18778,10,2SL,Shrublands; (Areas arbustivas),5,0
1039,USE1039,,2SL,1CXF,2GL,,4,3,1,1,6910,10318,10,2SL,Shrublands; (Areas arbustivas),5,0
1061,USE1061,,2SL,2WD,,,2,4,1,0,1606,1234,10,2SL,Shrublands; (Areas arbustivas),5,0
1062,USE1062,,2SL,6BA,,,2,3,2,0,17617,1250,10,2SL,Shrublands; (Areas arbustivas),5,0
1066,USE1066,,2SL,4WF,,,6,3,2,0,63773,3600,10,2SL,Shrublands; (Areas arbustivas),5,0
1071,USE1071,,2SL,6BA,,,7,4,1,0,2378,8748,10,2SL,Shrublands; (Areas arbustivas),5,0
1076,USE1076,,2SL,2TK,,,5,3,2,0,1794,8939,10,2SL,Shrublands; (Areas arbustivas),5,0
1081,USE1081,,2SL,2WD,,,5,4,1,0,7642,12862,10,2SL,Shrublands; (Areas arbustivas),5,0
1083,USE1083,,2SL,2WD,,,4,3,2,0,11150,10474,10,2SL,Shrublands; (Areas arbustivas),5,0
1091,USE1091,,2SL,1FC,,Derived from provincial land cover database,1,3,2,0,3499,18229,10,2SL,Shrublands; (Areas arbustivas),5,0
1108,USE1108,,2SL,2WD,,,5,3,2,0,38090,17221,10,2SL,Shrublands; (Areas arbustivas),5,0
1110,USE1110,,2SL,2FD,1FC,Derived from provincial land cover database,1,3,1,1,4367,16885,10,2SL,Shrublands; (Areas arbustivas),5,0
1173,USE1173,,2SL,2WD,,,2,3,2,0,15154,16439,10,2SL,Shrublands; (Areas arbustivas),5,0
1175,USE1175,,2SL,2GL,,,2,3,2,0,17755,16445,10,2SL,Shrublands; (Areas arbustivas),5,0
1179,USE1179,,2SL,2GL,2WD,,5,2,1,1,17616,20897,10,2SL,Shrublands; (Areas arbustivas),5,0
1181,USE1181,,2SL,1FC,,,8,3,2,0,4594,21417,10,2SL,Shrublands; (Areas arbustivas),5,0
1230,USE1230,,2SL,,,,2,5,0,0,11033,1727,10,2SL,Shrublands; (Areas arbustivas),5,0
1231,USE1231,,2SL,4HF,,,6,3,2,0,4105,18976,10,2SL,Shrublands; (Areas arbustivas),5,0
1232,USE1232,,2SL,2WD,,,6,3,2,0,4087,18979,10,2SL,Shrublands; (Areas arbustivas),5,0
1256,USE1256,,2SL,1FC,2FD,,8,3,2,1,7743,23139,10,2SL,Shrublands; (Areas arbustivas),5,0
1268,USE1268,,2SL,1FC,,,8,3,2,0,24977,24430,10,2SL,Shrublands; (Areas arbustivas),5,0
1272,USE1272,,2SL,2FD,,,4,3,2,0,8373,23172,10,2SL,Shrublands; (Areas arbustivas),5,0
1277,USE1277,,2SL,2GL,1FC,,7,3,2,1,81582,25651,10,2SL,Shrublands; (Areas arbustivas),5,0
1280,USE1280,,2SL,2FD,,,7,3,2,0,24632,21579,10,2SL,Shrublands; (Areas arbustivas),5,0
1291,USE1291,,2SL,2FD,,,2,3,2,0,14749,25082,10,2SL,Shrublands; (Areas arbustivas),5,0
1296,USE1296,,2SL,2WD,6BA,,2,3,2,1,54968,601,10,2SL,Shrublands; (Areas arbustivas),5,0
1332,USE1332,,2SL,2WD,,,2,3,2,0,28523,9224,10,2SL,Shrublands; (Areas arbustivas),5,0
1337,USE1337,,2SL,1FC,,,8,3,2,0,4563,10028,10,2SL,Shrublands; (Areas arbustivas),5,0
1338,USE1338,,2SL,2GL,6BA,,2,3,2,1,51151,10603,10,2SL,Shrublands; (Areas arbustivas),5,0
1364,USE1364,,2SL,1FC,,Derived from provincial land cover database,1,3,2,0,2837,18356,10,2SL,Shrublands; (Areas arbustivas),5,0
1369,USE1369,,2SL,2GL,2WD,,2,3,1,1,31688,22550,10,2SL,Shrublands; (Areas arbustivas),5,0
1384,USE1384,,2SL,2WD,2GL,,2,3,2,1,37527,1212,10,2SL,Shrublands; (Areas arbustivas),5,0
1392,USE1392,,2SL,2WD,,Derived from provincial land cover database,1,3,2,0,3452,18208,10,2SL,Shrublands; (Areas arbustivas),5,0
1407,USE1407,,2SL,2WD,,,2,3,2,0,14496,9244,10,2SL,Shrublands; (Areas arbustivas),5,0
1427,USE1427,,2SL,2GL,,,6,3,2,0,2890,809,10,2SL,Shrublands; (Areas arbustivas),5,0
1440,USE1440,,2SL,2WD,,,2,3,2,0,19026,16613,10,2SL,Shrublands; (Areas arbustivas),5,0
1442,USE1442,,2SL,1FC,,Derived from provincial land cover database,1,4,1,0,2421,18191,10,2SL,Shrublands; (Areas arbustivas),5,0
1451,USE1451,,2SL,,,Derived from provincial land cover database,1,5,0,0,1902,18402,10,2SL,Shrublands; (Areas arbustivas),5,0
1455,USE1455,,2SL,2WD,,,6,3,2,0,12372,21076,10,2SL,Shrublands; (Areas arbustivas),5,0
1468,USE1468,,2SL,2WD,,,2,3,2,0,7984,23794,10,2SL,Shrublands; (Areas arbustivas),5,0
1469,USE1469,,2SL,2WD,2GL,,2,3,2,1,28175,23797,10,2SL,Shrublands; (Areas arbustivas),5,0
1482,USE1482,,2SL,1FC,,,7,3,2,0,11200,16829,10,2SL,Shrublands; (Areas arbustivas),5,0
1491,USE1491,,2SL,2FD,,Derived from provincial land cover database,1,3,2,0,912,18209,10,2SL,Shrublands; (Areas arbustivas),5,0
1497,USE1497,,2SL,4WF,,,6,3,2,0,6584,3614,10,2SL,Shrublands; (Areas arbustivas),5,0
1525,USE1525,,2SL,2FE,,,6,3,2,0,4242,17456,10,2SL,Shrublands; (Areas arbustivas),5,0
1549,USE1549,,2SL,2GL,2WD,Derived from provincial land cover database,1,3,1,1,2925,18674,10,2SL,Shrublands; (Areas arbustivas),5,0
1567,USE1567,,2SL,,,,5,5,0,0,5467,11658,10,2SL,Shrublands; (Areas arbustivas),5,0
1578,USE1578,,2SL,,,,2,5,0,0,7105,17591,10,2SL,Shrublands; (Areas arbustivas),5,0
1637,USE1637,,2SL,1CXF,,,6,3,2,0,49340,19683,10,2SL,Shrublands; (Areas arbustivas),5,0
1669,USE1669,,2SL,2GL,,,5,3,2,0,29329,8906,10,2SL,Shrublands; (Areas arbustivas),5,0
1676,USE1676,,2SL,4HF,8WB,,8,3,2,1,1712,9916,10,2SL,Shrublands; (Areas arbustivas),5,0
1685,USE1685,,2SL,5BU,1FC,Derived from provincial land cover database,1,4,1,1,3709,16488,10,2SL,Shrublands; (Areas arbustivas),5,0
1701,USE1701,,2SL,2WD,,,2,3,2,0,4378,21530,10,2SL,Shrublands; (Areas arbustivas),5,0
1713,USE1713,,2SL,2WD,1FC,,4,3,1,1,53305,8035,10,2SL,Shrublands; (Areas arbustivas),5,0
1716,USE1716,,2SL,2GL,,,5,3,2,0,3465,7678,10,2SL,Shrublands; (Areas arbustivas),5,0
1726,USE1726,,2SL,1FC,2GL,,8,3,2,1,2916,20091,10,2SL,Shrublands; (Areas arbustivas),5,0
1735,USE1735,,2SL,1FC,,,7,3,2,0,15582,20725,10,2SL,Shrublands; (Areas arbustivas),5,0
1774,USE1774,,2SL,4HF,,,6,3,2,0,52522,25657,10,2SL,Shrublands; (Areas arbustivas),5,0
1777,USE1777,,2SL,2WD,,,5,4,1,0,97461,25661,10,2SL,Shrublands; (Areas arbustivas),5,0
1781,USE1781,,2SL,8WB,1FC,,8,3,2,1,32038,25666,10,2SL,Shrublands; (Areas arbustivas),5,0
1816,USE1816,,2SL,2WD,,Derived from provincial land cover database,1,3,2,0,2971,26080,10,2SL,Shrublands; (Areas arbustivas),5,0
1817,USE1817,,2SL,2WD,,Derived from provincial land cover database,1,3,2,0,934,26081,10,2SL,Shrublands; (Areas arbustivas),5,0
1818,USE1818,,2SL,2FE,2GL,Derived from provincial land cover database,1,2,1,1,2102,26082,10,2SL,Shrublands; (Areas arbustivas),5,0
1819,USE1819,,2SL,2WD,,Derived from provincial land cover database,1,3,2,0,6745,26083,10,2SL,Shrublands; (Areas arbustivas),5,0
1820,USE1820,,2SL,2WD,2FXC,Derived from provincial land cover database,1,2,2,1,4398,26084,10,2SL,Shrublands; (Areas arbustivas),5,0
1821,USE1821,,2SL,2GL,2WD,Derived from provincial land cover database,1,2,2,1,3828,26085,10,2SL,Shrublands; (Areas arbustivas),5,0
1822,USE1822,,2SL,2WD,,Derived from provincial land cover database,1,3,2,0,8806,26090,10,2SL,Shrublands; (Areas arbustivas),5,0
1823,USE1823,,2SL,2WE,2GL,Derived from provincial land cover database,1,3,2,1,5851,26091,10,2SL,Shrublands; (Areas arbustivas),5,0
1824,USE1824,,2SL,2WE,,Derived from provincial land cover database,1,3,2,0,1567,26092,10,2SL,Shrublands; (Areas arbustivas),5,0
1825,USE1825,,2SL,4HF,2GL,Derived from provincial land cover database,1,3,1,1,3788,26093,10,2SL,Shrublands; (Areas arbustivas),5,0
1826,USE1826,,2SL,4HF,2GL,Derived from provincial land cover database,1,3,1,1,3593,26094,10,2SL,Shrublands; (Areas arbustivas),5,0
1827,USE1827,,2SL,4HF,,Derived from provincial land cover database,1,4,1,0,2940,26095,10,2SL,Shrublands; (Areas arbustivas),5,0
1832,USE1832,,2SL,2GL,,,2,3,2,0,11862,4193,10,2SL,Shrublands; (Areas arbustivas),5,0
1833,USE1833,,2SL,2WD,,,2,4,1,0,22364,4197,10,2SL,Shrublands; (Areas arbustivas),5,0
1839,USE1839,,2SL,2FD,,Derived from provincial land cover database,1,3,2,0,6147,18219,10,2SL,Shrublands; (Areas arbustivas),5,0
1848,USE1848,,2SL,,,,8,5,0,0,5609,23399,10,2SL,Shrublands; (Areas arbustivas),5,0
1859,USE1859,,2SL,2FXC,,,8,3,2,0,1654,10070,10,2SL,Shrublands; (Areas arbustivas),5,0
1887,USE1887,,2SL,1FC,,,4,3,2,0,16641,15680,10,2SL,Shrublands; (Areas arbustivas),5,0
1947,USE1947,,2SL,2WD,,,6,3,2,0,9865,21079,10,2SL,Shrublands; (Areas arbustivas),5,0
1952,USE1952,,2SL,2WD,,,8,3,2,0,200876,5291,10,2SL,Shrublands; (Areas arbustivas),5,0
1957,USE1957,,2SL,2GL,,,2,4,1,0,52840,6154,10,2SL,Shrublands; (Areas arbustivas),5,0
1976,USE1976,,2SL,2GL,,Derived from provincial land cover database,1,4,1,0,3620,17399,10,2SL,Shrublands; (Areas arbustivas),5,0
1980,USE1980,,2SL,2FD,2GL,Derived from provincial land cover database,1,3,1,1,6659,17830,10,2SL,Shrublands; (Areas arbustivas),5,0
1997,USE1997,,2SL,2WD,2FXC,Derived from provincial land cover database,1,3,2,1,2478,26078,10,2SL,Shrublands; (Areas arbustivas),5,0
2080,USE2080,,2SL,,,Derived from provincial land cover database,1,5,0,0,1877,26037,10,2SL,Shrublands; (Areas arbustivas),5,0
2081,USE2081,,2SL,,,Derived from provincial land cover database,1,5,0,0,971,26038,10,2SL,Shrublands; (Areas arbustivas),5,0
2082,USE2082,,2SL,2FE,4HF,Derived from provincial land cover database,1,4,1,1,1969,26039,10,2SL,Shrublands; (Areas arbustivas),5,0
2083,USE2083,,2SL,1FC,,Derived from provincial land cover database,1,4,1,0,3687,26060,10,2SL,Shrublands; (Areas arbustivas),5,0
2084,USE2084,,2SL,1FC,,Derived from provincial land cover database,1,4,1,0,2847,26061,10,2SL,Shrublands; (Areas arbustivas),5,0
2085,USE2085,,2SL,1FC,2GL,Derived from provincial land cover database,1,3,2,1,5371,26062,10,2SL,Shrublands; (Areas arbustivas),5,0
2086,USE2086,,2SL,2GL,,Derived from provincial land cover database,1,4,1,0,6416,26064,10,2SL,Shrublands; (Areas arbustivas),5,0
2087,USE2087,,2SL,2GL,,Derived from provincial land cover database,1,4,1,0,2645,26065,10,2SL,Shrublands; (Areas arbustivas),5,0
2088,USE2088,,2SL,2GL,2WE,Derived from provincial land cover database,1,3,2,1,5313,26066,10,2SL,Shrublands; (Areas arbustivas),5,0
2089,USE2089,,2SL,2GL,,Derived from provincial land cover database,1,3,2,0,2288,26067,10,2SL,Shrublands; (Areas arbustivas),5,0
2090,USE2090,,2SL,2GL,,Derived from provincial land cover database,1,3,2,0,2685,26068,10,2SL,Shrublands; (Areas arbustivas),5,0
2093,USE2093,,2SL,2WD,2FD,Derived from provincial land cover database,1,3,1,1,3021,16484,10,2SL,Shrublands; (Areas arbustivas),5,0
2096,USE2096,,2SL,2WD,,,2,3,2,0,10169,17055,10,2SL,Shrublands; (Areas arbustivas),5,0
2116,USE2116,,2SL,1FC,2FE,Derived from provincial land cover database,1,3,1,1,3224,18596,10,2SL,Shrublands; (Areas arbustivas),5,0
2119,USE2119,,2SL,2WD,2FXC,Derived from provincial land cover database,1,2,2,1,3342,18611,10,2SL,Shrublands; (Areas arbustivas),5,0
2123,USE2123,,2SL,1FC,,Derived from provincial land cover database,1,3,2,0,2975,18680,10,2SL,Shrublands; (Areas arbustivas),5,0
2125,USE2125,,2SL,,,Derived from provincial land cover database,1,5,0,0,1550,18698,10,2SL,Shrublands; (Areas arbustivas),5,0
3894,USE3894,,2SL,,,,5,5,0,0,4199,11639,10,2SL,Shrublands; (Areas arbustivas),5,0
3910,USE3910,,2SL,,,Derived from provincial land cover database,1,5,0,0,1094,26040,10,2SL,Shrublands; (Areas arbustivas),5,0
2146,USE2146,,2SL,2WD,,,2,3,2,0,26543,25706,10,2SL,Shrublands; (Areas arbustivas),5,0
2169,USE2169,,2SL,4HF,,,6,3,2,0,54953,4410,10,2SL,Shrublands; (Areas arbustivas),5,0
2171,USE2171,,2SL,1FC,,,6,3,2,0,4419,4418,10,2SL,Shrublands; (Areas arbustivas),5,0
2176,USE2176,,2SL,2GL,,,5,3,2,0,7701,15727,10,2SL,Shrublands; (Areas arbustivas),5,0
2195,USE2195,,2SL,2WD,,,2,3,2,0,3861,16593,10,2SL,Shrublands; (Areas arbustivas),5,0
2212,USE2212,,2SL,2GL,,,2,4,1,0,5862,23783,10,2SL,Shrublands; (Areas arbustivas),5,0
2214,USE2214,,2SL,1FC,,,6,3,2,0,5676,7798,10,2SL,Shrublands; (Areas arbustivas),5,0
2224,USE2224,,2SL,1FC,,,2,3,2,2,5687,11451,10,2SL,Shrublands; (Areas arbustivas),5,0
2229,USE2229,,2SL,,,,8,5,0,0,3438,11952,10,2SL,Shrublands; (Areas arbustivas),5,0
2230,USE2230,,2SL,2FD,,,8,3,2,0,3268,12030,10,2SL,Shrublands; (Areas arbustivas),5,0
2250,USE2250,,2SL,1CXF,,,4,3,2,0,23692,10325,10,2SL,Shrublands; (Areas arbustivas),5,0
2268,USE2268,,2SL,2GL,2WD,,8,3,2,1,98573,22312,10,2SL,Shrublands; (Areas arbustivas),5,0
2274,USE2274,,2SL,2FE,,,5,4,1,0,113184,25713,10,2SL,Shrublands; (Areas arbustivas),5,0
2281,USE2281,,2SL,2GL,2WD,,2,3,2,1,363160,25721,10,2SL,Shrublands; (Areas arbustivas),5,0
